2025-12-01 17:29:21 | MainThread   | INFO     | ============================================================
2025-12-01 17:29:21 | MainThread   | INFO     | 开始多进程模拟处理
2025-12-01 17:29:21 | MainThread   | INFO     | 可用CPU核心数: 24
2025-12-01 17:29:21 | MainThread   | INFO     | 使用进程数: 16
2025-12-01 17:29:21 | MainThread   | INFO     | 提示: 使用 Ctrl+C 可以优雅退出程序
2025-12-01 17:29:21 | MainThread   | INFO     | ============================================================
2025-12-01 17:29:21 | MainThread   | INFO     | 输出目录已存在，正在删除 simulation_results 及其所有子目录...
2025-12-01 17:29:21 | MainThread   | INFO     | 删除完成
2025-12-01 17:29:21 | MainThread   | INFO     | 总共生成 390 个参数组合
2025-12-01 17:29:21 | MainThread   | INFO     | 开始处理 390 个任务
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.0
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.002
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.004
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.006
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.008
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.01
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.012
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.014
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.016
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.018
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.02
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.022
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.024
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.026
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.028
2025-12-01 17:29:21 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.03
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.006
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.032
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.0
2025-12-01 17:29:28 | MainThread   | INFO     | 进度: 1/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.0
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.034
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.014
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.036
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.026
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.038
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.028
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.01
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.04
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.03
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.042
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.044
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.012
2025-12-01 17:29:28 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.046
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.022
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.048
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.024
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.05
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.004
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.0
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.02
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.002
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.018
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.004
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.008
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.006
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.002
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 2/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.002
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.008
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 3/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.004
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 4/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.006
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 5/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.008
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 6/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.01
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 7/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.012
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 8/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.014
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.016
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 9/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.016
2025-12-01 17:29:29 | MainThread   | INFO     | 进度: 10/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.018
2025-12-01 17:29:29 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.01
2025-12-01 17:29:29 | MainThread   | INFO     | 进度报告: 已完成 10/390 (2.6%) - 预计剩余时间: 4.9分钟
2025-12-01 17:29:30 | MainThread   | INFO     | 系统状态: CPU使用率 72.5%, 内存使用率 8.7%
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 11/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.02
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 12/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.022
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 13/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.024
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 14/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.026
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 15/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.028
2025-12-01 17:29:30 | MainThread   | INFO     | 进度: 16/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.03
2025-12-01 17:29:35 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.032
2025-12-01 17:29:35 | MainThread   | INFO     | 进度: 17/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.032
2025-12-01 17:29:35 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.012
2025-12-01 17:29:35 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.036
2025-12-01 17:29:35 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.014
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.034
2025-12-01 17:29:36 | MainThread   | INFO     | 进度: 18/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.034
2025-12-01 17:29:36 | MainThread   | INFO     | 进度: 19/390 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.036
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.016
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.042
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.018
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.05
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.04
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.02
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.022
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.027999999999999997, INDENTER_X=0.048
2025-12-01 17:29:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.027, INDENTER_X=0.024
