2025-12-01 16:56:42 | MainThread   | INFO     | ============================================================
2025-12-01 16:56:42 | MainThread   | INFO     | 开始多线程模拟处理
2025-12-01 16:56:42 | MainThread   | INFO     | 提示: 使用 Ctrl+C 可以优雅退出程序
2025-12-01 16:56:42 | MainThread   | INFO     | ============================================================
2025-12-01 16:56:42 | MainThread   | INFO     | 总共生成 390 个参数组合
2025-12-01 16:56:42 | MainThread   | INFO     | 开始处理 390 个任务，使用 8 个线程
2025-12-01 16:56:42 | ThreadPoolExecutor-0_0 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_2 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_1 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_3 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_4 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_5 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_6 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:42 | ThreadPoolExecutor-0_7 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 16:56:43 | ThreadPoolExecutor-0_0 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_2 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_1 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_3 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_7 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_6 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_4 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:43 | ThreadPoolExecutor-0_5 | INFO     | 模拟运行器初始化完成
2025-12-01 16:56:47 | ThreadPoolExecutor-0_0 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_2 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_7 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_5 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_1 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_3 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_6 | INFO     | 开始慢速下压...
2025-12-01 16:56:47 | ThreadPoolExecutor-0_4 | INFO     | 开始慢速下压...
