2025-12-01 17:33:35 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.018
2025-12-01 17:33:35 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.02
2025-12-01 17:33:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.022
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.018
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.014
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.02
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.016
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.019, INDENTER_X=0.022
2025-12-01 17:33:54 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.018
2025-12-01 17:34:14 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.014
2025-12-01 17:34:14 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.01
2025-12-01 17:34:14 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.016
2025-12-01 17:34:14 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.012
2025-12-01 17:34:15 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.018, INDENTER_X=0.018
2025-12-01 17:34:15 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.014
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.01
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.006
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.012
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.008
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.017, INDENTER_X=0.014
2025-12-01 17:34:36 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.01
2025-12-01 17:34:58 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.008
2025-12-01 17:34:58 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.002
2025-12-01 17:34:58 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.006
2025-12-01 17:34:58 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.004
2025-12-01 17:34:59 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.016, INDENTER_X=0.01
2025-12-01 17:34:59 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.006
2025-12-01 17:35:22 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.002
2025-12-01 17:35:22 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.05
2025-12-01 17:35:22 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.004
2025-12-01 17:35:22 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.013999999999999999, INDENTER_X=0.0
2025-12-01 17:35:23 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.006
2025-12-01 17:35:23 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.013999999999999999, INDENTER_X=0.004
2025-12-01 17:35:47 | MainThread   | INFO     | 模拟结束 配置参数: TARGET_POSITION=0.015, INDENTER_X=0.05
2025-12-01 17:35:47 | MainThread   | INFO     | 模拟开始 配置参数: TARGET_POSITION=0.013999999999999999, INDENTER_X=0.046
