2025-12-01 17:38:45 | MainThread   | INFO     | ============================================================
2025-12-01 17:38:45 | MainThread   | INFO     | 开始多进程模拟处理
2025-12-01 17:38:45 | MainThread   | INFO     | 可用CPU核心数: 24
2025-12-01 17:38:45 | MainThread   | INFO     | 使用进程数: 24
2025-12-01 17:38:45 | MainThread   | INFO     | 提示: 使用 Ctrl+C 可以优雅退出程序
2025-12-01 17:38:45 | MainThread   | INFO     | ============================================================
2025-12-01 17:38:45 | MainThread   | INFO     | 输出目录已存在，正在删除 simulation_results 及其所有子目录...
2025-12-01 17:38:48 | MainThread   | INFO     | 删除完成
2025-12-01 17:38:48 | MainThread   | INFO     | 总共生成 338 个参数组合
2025-12-01 17:38:48 | MainThread   | INFO     | 开始处理 338 个任务
2025-12-01 17:38:57 | MainThread   | INFO     | 进度: 1/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.0
2025-12-01 17:38:57 | MainThread   | INFO     | 进度: 2/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.002
2025-12-01 17:38:57 | MainThread   | INFO     | 进度: 3/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.004
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 4/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.006
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 5/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.008
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 6/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.01
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 7/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.012
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 8/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.014
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 9/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.016
2025-12-01 17:38:58 | MainThread   | INFO     | 进度: 10/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.018
2025-12-01 17:38:58 | MainThread   | INFO     | 进度报告: 已完成 10/338 (3.0%) - 预计剩余时间: 5.2分钟
2025-12-01 17:38:59 | MainThread   | INFO     | 系统状态: CPU使用率 100.0%, 内存使用率 9.7%
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 11/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.02
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 12/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.022
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 13/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.024
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 14/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.026
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 15/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.028
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 16/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.03
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 17/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.032
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 18/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.034
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 19/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.036
2025-12-01 17:38:59 | MainThread   | INFO     | 进度: 20/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.038
2025-12-01 17:38:59 | MainThread   | INFO     | 进度报告: 已完成 20/338 (5.9%) - 预计剩余时间: 2.9分钟
2025-12-01 17:39:00 | MainThread   | INFO     | 系统状态: CPU使用率 100.0%, 内存使用率 9.7%
2025-12-01 17:39:00 | MainThread   | INFO     | 进度: 21/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.04
2025-12-01 17:39:00 | MainThread   | INFO     | 进度: 22/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.042
2025-12-01 17:39:00 | MainThread   | INFO     | 进度: 23/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.044
2025-12-01 17:39:00 | MainThread   | INFO     | 进度: 24/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.046
2025-12-01 17:39:06 | MainThread   | INFO     | 进度: 25/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.048
2025-12-01 17:39:06 | MainThread   | INFO     | 进度: 26/338 - 完成: Case completed: target=0.027999999999999997, indenter_x=0.05
2025-12-01 17:39:07 | MainThread   | INFO     | 进度: 27/338 - 完成: Case completed: target=0.027, indenter_x=0.0
2025-12-01 17:39:07 | MainThread   | INFO     | 进度: 28/338 - 完成: Case completed: target=0.027, indenter_x=0.002
2025-12-01 17:39:07 | MainThread   | INFO     | 进度: 29/338 - 完成: Case completed: target=0.027, indenter_x=0.004
2025-12-01 17:39:07 | MainThread   | INFO     | 进度: 30/338 - 完成: Case completed: target=0.027, indenter_x=0.006
2025-12-01 17:39:07 | MainThread   | INFO     | 进度报告: 已完成 30/338 (8.9%) - 预计剩余时间: 3.3分钟
2025-12-01 17:39:09 | MainThread   | INFO     | 系统状态: CPU使用率 100.0%, 内存使用率 9.4%
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 31/338 - 完成: Case completed: target=0.027, indenter_x=0.008
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 32/338 - 完成: Case completed: target=0.027, indenter_x=0.01
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 33/338 - 完成: Case completed: target=0.027, indenter_x=0.012
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 34/338 - 完成: Case completed: target=0.027, indenter_x=0.014
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 35/338 - 完成: Case completed: target=0.027, indenter_x=0.016
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 36/338 - 完成: Case completed: target=0.027, indenter_x=0.018
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 37/338 - 完成: Case completed: target=0.027, indenter_x=0.02
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 38/338 - 完成: Case completed: target=0.027, indenter_x=0.022
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 39/338 - 完成: Case completed: target=0.027, indenter_x=0.024
2025-12-01 17:39:09 | MainThread   | INFO     | 进度: 40/338 - 完成: Case completed: target=0.027, indenter_x=0.026
2025-12-01 17:39:09 | MainThread   | INFO     | 进度报告: 已完成 40/338 (11.8%) - 预计剩余时间: 2.6分钟
2025-12-01 17:39:10 | MainThread   | INFO     | 系统状态: CPU使用率 100.0%, 内存使用率 9.7%
2025-12-01 17:39:10 | MainThread   | INFO     | 进度: 41/338 - 完成: Case completed: target=0.027, indenter_x=0.028
2025-12-01 17:39:10 | MainThread   | INFO     | 进度: 42/338 - 完成: Case completed: target=0.027, indenter_x=0.03
2025-12-01 17:39:10 | MainThread   | INFO     | 进度: 43/338 - 完成: Case completed: target=0.027, indenter_x=0.032
