2025-12-01 17:10:50 | MainThread   | INFO     | ============================================================
2025-12-01 17:10:50 | MainThread   | INFO     | 开始多线程模拟处理
2025-12-01 17:10:50 | MainThread   | INFO     | 提示: 使用 Ctrl+C 可以优雅退出程序
2025-12-01 17:10:50 | MainThread   | INFO     | ============================================================
2025-12-01 17:10:50 | MainThread   | INFO     | 总共生成 390 个参数组合
2025-12-01 17:10:50 | MainThread   | INFO     | 开始处理 390 个任务，使用 8 个线程
2025-12-01 17:10:50 | ThreadPoolExecutor-0_0 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_3 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_4 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_1 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_2 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_5 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_7 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:50 | ThreadPoolExecutor-0_6 | INFO     | 柔性体质量: 0.153600 kg
2025-12-01 17:10:51 | ThreadPoolExecutor-0_0 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_6 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_3 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_7 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_1 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_2 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_5 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:51 | ThreadPoolExecutor-0_4 | INFO     | 模拟运行器初始化完成
2025-12-01 17:10:55 | ThreadPoolExecutor-0_2 | INFO     | 开始慢速下压...
2025-12-01 17:10:55 | ThreadPoolExecutor-0_7 | INFO     | 开始慢速下压...
2025-12-01 17:10:55 | ThreadPoolExecutor-0_5 | INFO     | 开始慢速下压...
2025-12-01 17:10:55 | ThreadPoolExecutor-0_1 | INFO     | 开始慢速下压...
2025-12-01 17:10:55 | ThreadPoolExecutor-0_3 | INFO     | 开始慢速下压...
2025-12-01 17:10:56 | ThreadPoolExecutor-0_6 | INFO     | 开始慢速下压...
2025-12-01 17:10:56 | ThreadPoolExecutor-0_0 | INFO     | 开始慢速下压...
2025-12-01 17:10:56 | ThreadPoolExecutor-0_4 | INFO     | 开始慢速下压...
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 找到 79 个npy文件
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 第一个文件形状: (17, 17, 3, 3), 数据类型: float64
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 合并后的形状: (79, 17, 17, 3, 3)
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 总文件数: 79
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 1/79: grid_20251201_171050_601216_000010.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 2/79: grid_20251201_171050_601216_000019.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 3/79: grid_20251201_171050_601216_000029.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 4/79: grid_20251201_171050_601216_000039.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 5/79: grid_20251201_171050_601216_000049.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 6/79: grid_20251201_171050_601216_000059.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 7/79: grid_20251201_171050_601216_000069.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 8/79: grid_20251201_171050_601216_000080.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 9/79: grid_20251201_171050_601216_000090.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 10/79: grid_20251201_171050_601216_000100.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 11/79: grid_20251201_171050_601216_000110.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 12/79: grid_20251201_171050_601216_000120.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 13/79: grid_20251201_171050_601216_000130.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 14/79: grid_20251201_171050_601216_000140.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 15/79: grid_20251201_171050_601216_000150.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 16/79: grid_20251201_171050_601216_000160.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 17/79: grid_20251201_171050_601216_000170.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 18/79: grid_20251201_171050_601216_000180.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 19/79: grid_20251201_171050_601216_000190.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 20/79: grid_20251201_171050_601216_000200.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 21/79: grid_20251201_171050_601216_000210.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 22/79: grid_20251201_171050_601216_000220.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 23/79: grid_20251201_171050_601216_000230.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 24/79: grid_20251201_171050_601216_000240.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 25/79: grid_20251201_171050_601216_000250.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 26/79: grid_20251201_171050_601216_000260.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 27/79: grid_20251201_171050_601216_000270.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 28/79: grid_20251201_171050_601216_000280.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 29/79: grid_20251201_171050_601216_000290.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 30/79: grid_20251201_171050_601216_000299.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 31/79: grid_20251201_171050_601216_000309.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 32/79: grid_20251201_171050_601216_000319.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 33/79: grid_20251201_171050_601216_000329.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 34/79: grid_20251201_171050_601216_000339.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 35/79: grid_20251201_171050_601216_000349.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 36/79: grid_20251201_171050_601216_000359.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 37/79: grid_20251201_171050_601216_000369.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 38/79: grid_20251201_171050_601216_000379.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 39/79: grid_20251201_171050_601216_000389.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 40/79: grid_20251201_171050_601216_000399.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 41/79: grid_20251201_171050_601216_000409.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 42/79: grid_20251201_171050_601216_000419.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 43/79: grid_20251201_171050_601216_000429.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 44/79: grid_20251201_171050_601216_000439.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 45/79: grid_20251201_171050_601216_000449.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 46/79: grid_20251201_171050_601216_000459.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 47/79: grid_20251201_171050_601216_000469.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 48/79: grid_20251201_171050_601216_000479.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 49/79: grid_20251201_171050_601216_000489.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 50/79: grid_20251201_171050_601216_000499.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 51/79: grid_20251201_171050_601216_000509.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 52/79: grid_20251201_171050_601216_000519.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 53/79: grid_20251201_171050_601216_000529.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 54/79: grid_20251201_171050_601216_000539.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 55/79: grid_20251201_171050_601216_000549.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 56/79: grid_20251201_171050_601216_000559.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 57/79: grid_20251201_171050_601216_000569.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 58/79: grid_20251201_171050_601216_000579.npy
2025-12-01 17:11:27 | ThreadPoolExecutor-0_2 | INFO     | 已合并文件 59/79: grid_20251201_171050_601216_000589.npy
