0.006200,-0.006000,-0.006000,1.000000,-296.939819,-1.468152,1.473892,-3.628933,-7.345872,-10.232842,-37.887106,-14.943190,2.696803,-33.269805,-210.193882,127.424513,-864.874127,-18.349753,-8.744847,-75.146737
0.006200,-0.006000,-0.006000,2.000000,-708.259149,6.758552,10.995140,-11.546098,18.160773,30.915035,-76.068184,20.445442,9.341454,-45.227297,-64.266564,-47.423393,-255.797522,890.941611,179.900763,-604.524878
0.006200,-0.006000,-0.006000,3.000000,-254.386056,9.642041,11.500553,-14.308573,17.602294,28.295174,-72.115222,29.614367,11.631224,-53.252964,-70.795740,-16.781424,-241.480785,254.839894,-3134.682794,7343.560748
0.006200,-0.006000,-0.006000,4.000000,-238.068764,7.225123,7.375108,-8.416462,10.515819,20.203648,-41.205062,8.342630,9.707013,-40.148975,-1.600571,-53.657973,-381.231536,-160.169216,317.665082,-468.322927
0.006200,-0.006000,-0.006000,5.000000,-210.558214,6.692764,5.862594,-6.544024,11.254122,9.909784,-33.788318,-1.779403,8.395788,-43.732906,48.877092,-90.875725,-479.484804,-234.568015,351.700588,-299.867575
0.006200,-0.006000,-0.005500,1.000000,-259.607390,-1.614398,1.180419,-4.524599,-9.207879,-11.403831,-53.784275,-9.773459,2.223664,-29.644527,-186.676911,-259.217034,-964.922853,-19.354470,-13.161900,-91.565144
0.006200,-0.006000,-0.005500,2.000000,-298.940933,12.871981,8.150031,-15.194361,23.723949,30.556273,-104.857691,21.073244,4.329997,-42.120148,-44.618039,-21.577381,-273.011438,-27.220353,-30.870172,-298.427974
0.006200,-0.006000,-0.005500,3.000000,-206.459745,14.660718,10.704075,-22.407845,24.138171,33.075883,-115.339997,31.023442,11.586898,-61.387098,-87.804631,-8.664291,-236.488328,-2788.019094,3577.822986,-10483.537490
0.006200,-0.006000,-0.005500,4.000000,-234.285483,8.912188,7.624259,-10.454074,16.991781,14.157302,-60.025907,6.159931,9.401349,-40.042573,-24.981864,24.257874,-363.656369,-74.591550,196.793761,-717.858546
0.006200,-0.006000,-0.005500,5.000000,-413.756877,7.845899,6.518622,-7.872185,13.083520,12.059254,-44.259944,1.693981,6.567782,-43.561643,48.022132,-47.591913,-360.946674,-137.746696,261.183255,-1032.803592
