2025-12-25 16:29:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0040
2025-12-25 16:34:12 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0020
2025-12-25 16:41:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=0.0050
2025-12-25 16:46:24 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0030
2025-12-25 16:52:04 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0010
2025-12-25 16:59:24 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0060
2025-12-25 17:03:13 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0020
2025-12-25 17:10:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0030
2025-12-25 17:14:51 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0040
2025-12-25 17:19:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=0.0030
