2025-12-25 16:23:55 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=-0.0040
2025-12-25 16:29:13 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0030
2025-12-25 16:34:38 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0040
2025-12-25 16:39:48 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=0.0000
2025-12-25 16:47:30 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0040
2025-12-25 16:52:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0030
2025-12-25 16:58:00 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0020
2025-12-25 17:04:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0050
2025-12-25 17:09:35 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0010
2025-12-25 17:15:07 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0060
