2025-12-25 16:29:20 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0040
2025-12-25 16:34:14 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0030
2025-12-25 16:40:36 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=0.0030
2025-12-25 16:46:08 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0010
2025-12-25 16:53:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0050
2025-12-25 16:58:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0010
2025-12-25 17:04:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0060
2025-12-25 17:08:50 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0010
2025-12-25 17:14:37 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0020
2025-12-25 17:19:54 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=0.0050
