2025-12-25 16:28:54 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0020
2025-12-25 16:34:33 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0030
2025-12-25 16:40:28 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=0.0020
2025-12-25 16:46:04 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0000
2025-12-25 16:54:19 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0050
2025-12-25 16:58:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0010
2025-12-25 17:05:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0050
2025-12-25 17:08:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0010
2025-12-25 17:14:37 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0010
2025-12-25 17:20:04 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=-0.0060
