2025-12-25 16:29:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0060
2025-12-25 16:33:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=-0.0020
2025-12-25 16:42:04 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0050
2025-12-25 16:46:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0020
2025-12-25 16:52:48 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0040
2025-12-25 16:58:38 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0030
2025-12-25 17:04:22 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0020
2025-12-25 17:11:34 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0040
2025-12-25 17:15:08 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=-0.0060
2025-12-25 17:18:07 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=-0.0020
