2025-12-25 16:29:02 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0020
2025-12-25 16:34:39 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0050
2025-12-25 16:39:46 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=-0.0010
2025-12-25 16:47:23 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0050
2025-12-25 16:51:37 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0010
2025-12-25 16:59:57 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0040
2025-12-25 17:03:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0010
2025-12-25 17:10:41 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0060
2025-12-25 17:13:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0020
2025-12-25 17:19:59 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=0.0060
