2025-12-25 16:30:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=-0.0030
2025-12-25 16:36:39 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=-0.0030
2025-12-25 16:43:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0030
2025-12-25 16:49:05 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0030
2025-12-25 16:55:10 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0030
2025-12-25 16:59:52 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0050
2025-12-25 17:03:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0010
2025-12-25 17:10:39 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0050
2025-12-25 17:14:21 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0010
2025-12-25 17:20:11 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=-0.0040
