2025-12-25 16:23:22 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=0.0020
2025-12-25 16:29:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=-0.0060
2025-12-25 16:33:23 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=-0.0020
2025-12-25 16:42:11 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0040
2025-12-25 16:46:56 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0050
2025-12-25 16:51:40 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0000
2025-12-25 16:59:58 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0030
2025-12-25 17:04:46 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0030
2025-12-25 17:10:26 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0040
2025-12-25 17:14:42 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0020
