2025-12-25 16:27:57 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0010, Y=-0.0010
2025-12-25 16:33:55 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=0.0000
2025-12-25 16:42:30 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0040
2025-12-25 16:47:18 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0060
2025-12-25 16:51:27 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0020
2025-12-25 16:59:32 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0060
2025-12-25 17:03:49 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0010
2025-12-25 17:10:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0060
2025-12-25 17:14:06 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=-0.0020
2025-12-25 17:20:15 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=-0.0030
