2025-12-25 16:29:35 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=-0.0000, Y=-0.0040
2025-12-25 16:35:32 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0000, Y=-0.0040
2025-12-25 16:41:33 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0060
2025-12-25 16:45:45 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=-0.0020
2025-12-25 16:53:53 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0010, Y=0.0060
2025-12-25 16:57:31 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=-0.0020
2025-12-25 17:04:28 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0020, Y=0.0030
2025-12-25 17:10:08 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0030
2025-12-25 17:14:53 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0030, Y=0.0040
2025-12-25 17:19:09 | MainThread   | INFO     | 模拟开始: TARGET=0.0060, X=0.0040, Y=0.0030
