0,521.48,0.998,0.0,0,0.039
0,413.78,0.998,100.0,0,0.040
10,139.22,0.978,36.4,0,0.038
20,190.30,0.959,28.6,0,0.034
30,327.87,0.940,41.9,0,0.032
40,426.77,0.921,51.2,0,0.040
50,113.88,0.903,43.1,0,0.035
60,192.07,0.885,41.0,0,0.033
70,140.45,0.867,38.0,0,0.038
80,192.23,0.850,38.3,0,0.036
90,181.89,0.833,38.5,0,0.038
100,185.07,0.817,39.0,0,0.035
110,203.84,0.801,41.0,0,0.036
120,96.71,0.785,41.0,0,0.034
130,354.01,0.769,42.0,0,0.040
140,235.88,0.754,40.0,0,0.036
150,116.86,0.739,42.0,0,0.040
160,170.13,0.724,44.0,0,0.040
170,153.67,0.710,46.0,0,0.036
180,312.06,0.696,49.0,0,0.040
190,330.70,0.682,53.0,0,0.040
200,246.64,0.669,54.0,0,0.040
210,181.80,0.655,55.0,0,0.040
220,287.25,0.642,60.0,0,0.040
230,-29.02,0.630,55.0,0,0.035
240,376.25,0.617,58.0,0,0.040
250,44.12,0.605,58.0,0,0.040
260,0.23,0.593,55.0,0,0.035
270,-112.65,0.581,53.0,0,0.033
280,83.97,0.570,50.0,0,0.039
290,-119.89,0.558,44.0,0,0.040
300,39.28,0.547,41.0,0,0.040
310,72.09,0.537,39.0,0,0.030
320,-188.40,0.526,33.0,0,0.030
330,9.76,0.515,34.0,0,0.040
340,24.86,0.505,29.0,0,0.030
350,37.44,0.495,30.0,0,0.035
360,-63.28,0.485,31.0,0,0.030
370,-61.93,0.476,32.0,0,0.030
380,-140.04,0.466,30.0,0,0.030
390,-130.77,0.457,30.0,0,0.030
400,-47.59,0.448,30.0,0,0.030
410,799.61,0.439,26.0,0,0.035
420,861.27,0.430,25.0,0,0.032
430,858.15,0.422,21.0,0,0.035
440,889.98,0.414,17.0,0,0.034
450,911.77,0.405,13.0,0,0.034
460,898.00,0.397,10.0,0,0.035
470,934.76,0.389,7.0,0,0.032
480,1043.89,0.382,5.0,0,0.033
490,979.23,0.374,3.0,0,0.033
500,933.33,0.367,0.0,0,0.036
510,934.35,0.360,0.0,0,0.032
520,980.17,0.352,0.0,0,0.032
530,1042.20,0.345,0.0,0,0.032
540,1066.60,0.339,0.0,0,0.031
550,990.65,0.332,0.0,0,0.032
560,1118.19,0.325,0.0,0,0.032
570,882.81,0.319,1.0,0,0.033
580,1083.44,0.312,1.0,0,0.032
590,1067.43,0.306,1.0,0,0.035
600,1355.51,0.300,1.0,0,0.034
610,3032.29,0.294,1.0,0,0.033
620,3113.94,0.288,1.0,0,0.033
630,2330.53,0.283,3.0,0,0.033
640,1305.68,0.277,13.0,0,0.040
650,1154.67,0.272,21.0,0,0.040
660,485.03,0.266,31.0,0,0.040
670,504.67,0.261,39.0,0,0.040
680,170.81,0.256,46.0,0,0.040
690,110.52,0.251,52.0,0,0.034
700,340.66,0.246,61.0,0,0.040
710,-371.88,0.241,62.0,0,0.040
720,166.83,0.236,69.0,0,0.031
730,421.74,0.231,77.0,0,0.040
740,430.93,0.227,77.0,0,0.040
750,375.69,0.222,78.0,0,0.040
760,250.55,0.218,76.0,0,0.040
770,130.46,0.214,73.0,0,0.031
780,303.91,0.209,74.0,0,0.040
790,191.60,0.205,75.0,0,0.030
800,366.43,0.201,75.0,0,0.040
810,-115.48,0.197,78.0,0,0.040
820,318.67,0.193,80.0,0,0.040
830,-272.56,0.189,72.0,0,0.030
840,-188.45,0.186,65.0,0,0.040
850,-264.73,0.182,58.0,0,0.030
860,-451.39,0.178,50.0,0,0.030
870,-461.53,0.175,44.0,0,0.030
880,-461.52,0.171,36.0,0,0.030
890,38.73,0.168,35.0,0,0.041
900,388.40,0.165,36.0,0,0.041
910,280.53,0.161,41.0,0,0.041
920,148.28,0.158,39.0,0,0.030
930,-461.60,0.155,37.0,0,0.030
940,-372.13,0.152,35.0,0,0.030
950,138.01,0.149,40.0,0,0.041
960,-376.16,0.146,41.0,0,0.030
970,-117.72,0.143,45.0,0,0.030
980,-461.59,0.140,45.0,0,0.030
990,-461.63,0.138,39.0,0,0.030
1000,183.31,0.135,36.0,0,0.030
1010,-461.65,0.132,27.0,0,0.030
1020,-461.64,0.130,20.0,0,0.030
1030,-461.63,0.127,20.0,0,0.030
1040,354.59,0.124,28.0,0,0.041
1050,152.35,0.122,28.0,0,0.041
1060,-129.79,0.120,31.0,0,0.030
1070,-26.26,0.117,32.0,0,0.030
1080,-461.60,0.115,32.0,0,0.030
1090,-97.92,0.113,36.0,0,0.040
1100,-461.35,0.110,29.0,0,0.030
1110,-461.61,0.108,29.0,0,0.030
1120,-461.63,0.106,29.0,0,0.030
1130,20.85,0.104,34.0,0,0.041
1140,453.07,0.102,35.0,0,0.040
1150,397.31,0.100,38.0,0,0.040
1160,-375.02,0.100,35.0,0,0.030
1170,-461.58,0.100,30.0,0,0.030
1180,-10.16,0.100,35.0,0,0.040
1190,-10.63,0.100,36.0,0,0.030
1200,-461.62,0.100,36.0,0,0.030
1210,-461.61,0.100,36.0,0,0.030
1220,328.13,0.100,45.0,0,0.032
1230,432.33,0.100,50.0,0,0.040
1240,-11.18,0.100,45.0,0,0.030
1250,162.87,0.100,42.0,0,0.040
1260,-16.47,0.100,46.0,0,0.030
1270,155.87,0.100,53.0,0,0.040
1280,414.83,0.100,58.0,0,0.040
1290,419.61,0.100,63.0,0,0.040
1300,433.30,0.100,73.0,0,0.040
1310,75.80,0.100,79.0,0,0.030
1320,241.76,0.100,78.0,0,0.041
1330,-28.45,0.100,73.0,0,0.030
1340,-75.94,0.100,73.0,0,0.040
1350,-279.10,0.100,68.0,0,0.040
1360,433.87,0.100,73.0,0,0.040
1370,84.98,0.100,73.0,0,0.030
1380,-246.06,0.100,66.0,0,0.030
1390,-226.73,0.100,59.0,0,0.030
1400,176.97,0.100,54.0,0,0.040
1410,-13.02,0.100,53.0,0,0.041
1420,432.20,0.100,55.0,0,0.040
1430,73.94,0.100,56.0,0,0.030
1440,-372.12,0.100,52.0,0,0.030
1450,-306.28,0.100,52.0,0,0.030
1460,-461.57,0.100,42.0,0,0.030
1470,-107.90,0.100,39.0,0,0.040
1480,413.50,0.100,46.0,0,0.040
1490,398.64,0.100,53.0,0,0.040
1500,-461.60,0.100,48.0,0,0.030
1510,298.96,0.100,52.0,0,0.040
1520,-371.92,0.100,43.0,0,0.040
1530,276.62,0.100,45.0,0,0.040
1540,219.77,0.100,52.0,0,0.030
1550,303.02,0.100,59.0,0,0.040
1560,409.72,0.100,69.0,0,0.040
1570,-305.59,0.100,67.0,0,0.030
1580,-207.18,0.100,60.0,0,0.041
1590,244.77,0.100,58.0,0,0.040
1600,239.74,0.100,66.0,0,0.040
1610,410.20,0.100,67.0,0,0.040
1620,-14.93,0.100,71.0,0,0.041
1630,407.38,0.100,73.0,0,0.040
1640,-353.03,0.100,66.0,0,0.030
1650,135.96,0.100,64.0,0,0.030
1660,-105.93,0.100,58.0,0,0.041
1670,-117.12,0.100,60.0,0,0.030
1680,-204.51,0.100,60.0,0,0.030
1690,-286.27,0.100,54.0,0,0.030
1700,342.19,0.100,55.0,0,0.030
1710,296.09,0.100,54.0,0,0.030
1720,-219.22,0.100,52.0,0,0.030
1730,-354.37,0.100,43.0,0,0.030
1740,92.15,0.100,49.0,0,0.030
1750,-121.12,0.100,46.0,0,0.030
1760,-123.98,0.100,46.0,0,0.040
1770,-17.93,0.100,47.0,0,0.040
1780,65.93,0.100,50.0,0,0.030
1790,-106.83,0.100,52.0,0,0.040
1800,-29.82,0.100,48.0,0,0.030
1810,142.86,0.100,46.0,0,0.041
1820,11.97,0.100,48.0,0,0.030
1830,-6.38,0.100,52.0,0,0.040
1840,-113.98,0.100,49.0,0,0.030
1850,-38.76,0.100,50.0,0,0.030
1860,-48.58,0.100,51.0,0,0.030
1870,122.13,0.100,53.0,0,0.040
1880,141.40,0.100,54.0,0,0.031
1890,-282.48,0.100,52.0,0,0.030
1900,197.59,0.100,55.0,0,0.030
1910,218.75,0.100,56.0,0,0.040
1920,-199.26,0.100,54.0,0,0.030
1930,-216.32,0.100,52.0,0,0.030
1940,90.59,0.100,54.0,0,0.041
1950,444.13,0.100,59.0,0,0.040
1960,42.38,0.100,60.0,0,0.030
1970,-461.68,0.100,53.0,0,0.030
1980,-363.41,0.100,47.0,0,0.030
1990,81.04,0.100,51.0,0,0.040
