0,605.24,0.998,0.0,0,0.032
0,67.22,0.998,0.0,0,0.032
10,76.23,0.978,18.2,0,0.040
20,142.18,0.959,23.8,0,0.040
30,256.96,0.940,35.5,0,0.040
40,221.87,0.921,39.0,0,0.040
50,191.71,0.903,41.2,0,0.040
60,410.45,0.885,47.5,0,0.040
70,421.51,0.867,50.7,0,0.040
80,445.31,0.850,54.3,0,0.040
90,437.85,0.833,58.2,0,0.040
100,333.62,0.817,60.0,0,0.035
110,431.88,0.801,65.0,0,0.040
120,373.42,0.785,68.0,0,0.040
130,293.88,0.769,68.0,0,0.036
140,427.47,0.754,70.0,0,0.040
150,482.16,0.739,73.0,0,0.040
160,448.68,0.724,72.0,0,0.040
170,506.09,0.710,74.0,0,0.040
180,379.44,0.696,74.0,0,0.040
190,463.01,0.682,73.0,0,0.040
200,364.51,0.669,73.0,0,0.040
210,253.23,0.655,72.0,0,0.037
220,490.65,0.642,75.0,0,0.040
230,175.34,0.630,74.0,0,0.040
240,80.30,0.617,71.0,0,0.040
250,175.35,0.605,68.0,0,0.040
260,142.76,0.593,65.0,0,0.030
270,73.55,0.581,60.0,0,0.040
280,273.16,0.570,57.0,0,0.040
290,244.48,0.558,55.0,0,0.040
300,260.18,0.547,54.0,0,0.039
310,-96.39,0.537,49.0,0,0.030
320,77.60,0.526,44.0,0,0.040
330,148.35,0.515,44.0,0,0.033
340,-1.09,0.505,42.0,0,0.038
350,127.97,0.495,40.0,0,0.038
360,194.30,0.485,41.0,0,0.040
370,48.05,0.476,41.0,0,0.040
380,-85.15,0.466,38.0,0,0.030
390,-26.54,0.457,35.0,0,0.040
400,143.16,0.448,34.0,0,0.030
410,463.76,0.439,43.0,0,0.040
420,89.17,0.430,44.0,0,0.030
430,36.71,0.422,43.0,0,0.040
440,69.06,0.414,45.0,0,0.030
450,-112.58,0.405,44.0,0,0.030
460,454.41,0.397,49.0,0,0.040
470,327.67,0.389,53.0,0,0.040
480,58.42,0.382,55.0,0,0.040
490,310.38,0.374,60.0,0,0.040
500,-43.94,0.367,58.0,0,0.030
510,130.53,0.360,53.0,0,0.030
520,128.86,0.352,53.0,0,0.040
530,374.59,0.345,58.0,0,0.040
540,504.78,0.339,64.0,0,0.040
550,104.01,0.332,67.0,0,0.040
560,91.92,0.325,62.0,0,0.030
570,-236.97,0.319,54.0,0,0.030
580,143.83,0.312,55.0,0,0.030
590,196.79,0.306,53.0,0,0.040
600,243.28,0.300,57.0,0,0.040
610,26.97,0.294,57.0,0,0.040
620,108.90,0.288,58.0,0,0.041
630,99.25,0.283,54.0,0,0.040
640,144.94,0.277,48.0,0,0.040
650,116.65,0.272,49.0,0,0.030
660,265.56,0.266,52.0,0,0.040
670,465.69,0.261,62.0,0,0.040
680,389.71,0.256,66.0,0,0.040
690,365.68,0.251,69.0,0,0.040
700,508.35,0.246,72.0,0,0.040
710,489.82,0.241,77.0,0,0.040
720,359.87,0.236,80.0,0,0.040
730,368.37,0.231,84.0,0,0.041
740,436.14,0.227,90.0,0,0.040
750,273.72,0.222,91.0,0,0.040
760,202.91,0.218,90.0,0,0.040
770,450.55,0.214,90.0,0,0.040
780,379.64,0.209,90.0,0,0.040
790,435.46,0.205,91.0,0,0.040
800,317.74,0.201,90.0,0,0.040
810,81.56,0.197,86.0,0,0.040
820,337.43,0.193,86.0,0,0.040
830,178.08,0.189,84.0,0,0.040
840,-281.00,0.186,76.0,0,0.040
850,90.32,0.182,75.0,0,0.040
860,-461.35,0.178,68.0,0,0.030
870,-426.40,0.175,58.0,0,0.030
880,-190.39,0.171,52.0,0,0.030
890,-202.80,0.168,45.0,0,0.030
900,-10.80,0.165,41.0,0,0.040
910,-210.87,0.161,38.0,0,0.040
920,26.15,0.158,34.0,0,0.030
930,-20.87,0.155,32.0,0,0.030
940,66.19,0.152,36.0,0,0.030
950,-122.49,0.149,34.0,0,0.030
960,-116.98,0.146,38.0,0,0.040
970,215.10,0.143,46.0,0,0.040
980,-140.49,0.140,47.0,0,0.040
990,286.29,0.138,52.0,0,0.040
1000,-39.38,0.135,52.0,0,0.030
1010,85.18,0.132,55.0,0,0.030
1020,162.00,0.130,57.0,0,0.030
1030,-267.26,0.127,54.0,0,0.030
1040,-96.89,0.124,52.0,0,0.030
1050,-461.37,0.122,48.0,0,0.030
1060,-197.59,0.120,47.0,0,0.030
1070,-371.36,0.117,40.0,0,0.030
1080,-15.73,0.115,41.0,0,0.030
1090,-461.38,0.113,33.0,0,0.030
1100,-396.19,0.110,29.0,0,0.030
1110,-283.18,0.108,25.0,0,0.030
1120,-372.49,0.106,19.0,0,0.030
1130,-461.66,0.104,17.0,0,0.030
1140,-369.54,0.102,14.0,0,0.030
1150,-96.17,0.100,18.0,0,0.040
1160,-5.09,0.100,20.0,0,0.030
1170,-368.58,0.100,20.0,0,0.030
1180,-99.71,0.100,19.0,0,0.041
1190,175.25,0.100,26.0,0,0.030
1200,168.99,0.100,32.0,0,0.030
1210,-281.29,0.100,32.0,0,0.030
1220,-280.10,0.100,33.0,0,0.040
1230,-16.40,0.100,38.0,0,0.030
1240,-99.82,0.100,41.0,0,0.040
1250,95.84,0.100,43.0,0,0.030
1260,476.51,0.100,48.0,0,0.040
1270,260.79,0.100,55.0,0,0.030
1280,-461.59,0.100,51.0,0,0.030
1290,-178.92,0.100,47.0,0,0.040
1300,10.39,0.100,45.0,0,0.030
1310,-23.29,0.100,48.0,0,0.030
1320,5.76,0.100,51.0,0,0.041
1330,85.93,0.100,52.0,0,0.030
1340,90.97,0.100,54.0,0,0.040
1350,160.85,0.100,55.0,0,0.041
1360,85.87,0.100,51.0,0,0.030
1370,-7.45,0.100,48.0,0,0.040
1380,-98.11,0.100,52.0,0,0.030
1390,-95.04,0.100,53.0,0,0.030
1400,-431.00,0.100,48.0,0,0.030
1410,154.73,0.100,50.0,0,0.040
